X,Y,OBJECTID,location,county,feedID,url,iframe,lat,long,rtsp_uri,Notes
-8515208.563,4620672.048,107,MD 235 AT CHANCELLORS RUN RD,St. Mary's County,4c00dc0e008b00070053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=4c00dc0e008b00070053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c00dc0e008b00070053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.291393,-76.49342,rtsp://strmr3.sha.maryland.gov:1935/rtplive/4c00dc0e008b00070053fa36c4235c0a,
-8580176.177,4718331.733,108,Bradley Blvd (MD 191) & Connecticut Ave (MD 185),Montgomery County,a1008d3b00020075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=a1008d3b00020075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a1008d3b00020075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",38.97668,-77.077034,rtsp://strmr5.sha.maryland.gov:1935/rtplive/a1008d3b00020075004d823633235daa,
-8441849.019,4706871.214,109,MD 404 AT CHOPTANK RIVER,Caroline County,9900ea4405b500e20052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=9900ea4405b500e20052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9900ea4405b500e20052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.8966,-75.83442,rtsp://strmr3.sha.maryland.gov:1935/rtplive/9900ea4405b500e20052fa36c4235c0a,
-8534042.152,4779253.921,110,I-83 AT RUXTON RD,Baltimore County,f70020c2006800a8004e3436c4235c0a,https://chart.maryland.gov/video/video.php?feed=f70020c2006800a8004e3436c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f70020c2006800a8004e3436c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.400852,-76.662605,rtsp://strmr3.sha.maryland.gov:1935/rtplive/f70020c2006800a8004e3436c4235c0a,
-8776951.856,4812984.27,113,I-68 EAST PRIOR TO WINCHESTER RD,Allegany County,bb00f8c6002300050058fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=bb00f8c6002300050058fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=bb00f8c6002300050058fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.634598,-78.8447,N/A,
-8532036.174,4769739.731,114,I-83 and 41st Street,Baltimore City,2601615f009a0068004f823633235daa,https://chart.maryland.gov/video/video.php?feed=2601615f009a0068004f823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2601615f009a0068004f823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.334778,-76.644585,rtsp://strmr3.sha.maryland.gov:1935/rtplive/2601615f009a0068004f823633235daa,
-8520424.55,4766538.775,115,I-895 at Moravia Rd (C029) MP14.1,Baltimore City,7f01597a018d00e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=7f01597a018d00e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7f01597a018d00e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.312534,-76.540276,rtsp://strmr5.sha.maryland.gov:1935/rtplive/7f01597a018d00e300441a366e230214,
-8525923.064,4759617.98,117,I-95 at FMT Top of South Portal (C040)MP 54.5,Baltimore City,a9008078019200e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=a9008078019200e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a9008078019200e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.264416,-76.58967,rtsp://strmr5.sha.maryland.gov:1935/rtplive/a9008078019200e300441a366e230214,
-8530309.498,4736333.916,118,I-97 N. of  EX 10 BENFIELD BLVD,Anne Arundel County,1e010edb006a00bb004af03676235daa,https://chart.maryland.gov/video/video.php?feed=1e010edb006a00bb004af03676235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1e010edb006a00bb004af03676235daa"" frame border=""0"" allowfullscreen></iframe>",39.102287,-76.629074,rtsp://strmr5.sha.maryland.gov:1935/rtplive/1e010edb006a00bb004af03676235daa,
-8538029.616,4758700.416,119,I-695 AT WILKENS AVE,Baltimore County,c501325801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=c501325801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c501325801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.258034,-76.698425,rtsp://strmr5.sha.maryland.gov:1935/rtplive/c501325801f700d700437a45351f0214,
-8455886.407,4812256.938,120,I-95 S of Md 272 (C004) MP 99.4,Cecil County,d501656c00e20039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=d501656c00e20039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d501656c00e20039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.629566,-75.96052,rtsp://strmr5.sha.maryland.gov:1935/rtplive/d501656c00e20039004606363d235daa,
-8554084.669,4709945.45,121,RUBY LOCKHART AT ST. JOSEPH'S DR,Prince George's County,b300be2300a4005c0055fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=b300be2300a4005c0055fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b300be2300a4005c0055fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.91809,-76.84265,rtsp://strmr10.sha.maryland.gov:1935/rtplive/b300be2300a4005c0055fa36c4235c0a,
-8562023.975,4732400.735,122,ICC MD 200 WB W OF I-95 MM 18.1 (C-224),Prince George's County,c8008761001f00bd004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=c8008761001f00bd004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c8008761001f00bd004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.074863,-76.91397,rtsp://strmr5.sha.maryland.gov:1935/rtplive/c8008761001f00bd004e3336c4235c0a,
-8497347.351,4681486.022,123,MD 33 AT KNAPPS NARROWS BRIDGE,Talbot County,cf00ee7505b600e20052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=cf00ee7505b600e20052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=cf00ee7505b600e20052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.7189,-76.33297,rtsp://strmr3.sha.maryland.gov:1935/rtplive/cf00ee7505b600e20052fa36c4235c0a,
-8529808.115,4760134.02,124,I-95 AT I-395,Baltimore City,bb01285801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=bb01285801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=bb01285801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.268005,-76.62457,rtsp://strmr5.sha.maryland.gov:1935/rtplive/bb01285801f700d700437a45351f0214,
-8532313.916,4771222.554,125,I-83 AND COLDSPRING LANE,Baltimore City,1600d0e600de001e004f823633235daa,https://chart.maryland.gov/video/video.php?feed=1600d0e600de001e004f823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1600d0e600de001e004f823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.34508,-76.64708,rtsp://strmr5.sha.maryland.gov:1935/rtplive/1600d0e600de001e004f823633235daa,
-8556610.509,4707057.587,126,GARRETT A. MORGAN BLVD AT RIDGEFIELD,Prince George's County,ef00c25800a7005c0055fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ef00c25800a7005c0055fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ef00c25800a7005c0055fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.897903,-76.86534,rtsp://strmr10.sha.maryland.gov:1935/rtplive/ef00c25800a7005c0055fa36c4235c0a,
-8492162.089,4801481.499,127,MD 22 AT SHUCKS RD,Harford County,e8ff1a9100c000580045e2369e235daa,https://chart.maryland.gov/video/video.php?feed=e8ff1a9100c000580045e2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=e8ff1a9100c000580045e2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.554974,-76.28639,rtsp://strmr5.sha.maryland.gov:1935/rtplive/e8ff1a9100c000580045e2369e235daa,
-8506867.951,4770090.482,128,RWIS MD 43 AT MD 150,Baltimore County,85ffb0bb00a200ab0050fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=85ffb0bb00a200ab0050fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=85ffb0bb00a200ab0050fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.337215,-76.418495,rtsp://strmr3.sha.maryland.gov:1935/rtplive/85ffb0bb00a200ab0050fa36c4235c0a,
-8409945.966,4588514.929,129,RWIS US 13 AT US 113 (North),Worcester County,1e01f2f2004d001e0052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=1e01f2f2004d001e0052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1e01f2f2004d001e0052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.064312,-75.54783,rtsp://strmr3.sha.maryland.gov:1935/rtplive/1e01f2f2004d001e0052fa36c4235c0a,
-8556003.372,4709896.804,130,MD 202 AT BRIGHTSEAT RD,Prince George's County,5601c35801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=5601c35801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5601c35801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.91775,-76.859886,rtsp://strmr5.sha.maryland.gov:1935/rtplive/5601c35801f700d700437a45351f0214,
-8519722.124,4767520.942,131,I-95 N of I-895 Split (C028) MP 14.7,Baltimore City,5f00c39300e70039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=5f00c39300e70039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5f00c39300e70039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.31936,-76.533966,rtsp://strmr5.sha.maryland.gov:1935/rtplive/5f00c39300e70039004606363d235daa,
-8554941.829,4708353.14,132,I-95/495 AT ARENA DR,Prince George's County,4c01b95801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=4c01b95801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c01b95801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.90696,-76.85035,rtsp://strmr5.sha.maryland.gov:1935/rtplive/4c01b95801f700d700437a45351f0214,
-8532664.573,4787328.621,133,I-83 N OF Padonia RD,Baltimore County,f20026b2006d00a8004e3436c4235c0a,https://chart.maryland.gov/video/video.php?feed=f20026b2006d00a8004e3436c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f20026b2006d00a8004e3436c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.45688,-76.65023,N/A,
-8515340.588,4772067.841,134,"I-95N GP @ I-695, MP 63.9(C024B)",Baltimore County,0000309302ce009e0052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=0000309302ce009e0052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0000309302ce009e0052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.350952,-76.494606,rtsp://strmr5.sha.maryland.gov:1935/rtplive/0000309302ce009e0052fa36c4235c0a,
-8552217.173,4764224.89,135,I-70 AT US 29,Howard County,4b002ac3002700d7004b823633235daa,https://chart.maryland.gov/video/video.php?feed=4b002ac3002700d7004b823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4b002ac3002700d7004b823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.29645,-76.825874,rtsp://strmr5.sha.maryland.gov:1935/rtplive/4b002ac3002700d7004b823633235daa,
-8516492.077,4755151.573,136,I-695 I/L S of Broening Hgwy (C054) MP 46.4,Baltimore County,83014c5ac47701b8004606363d235daa,https://chart.maryland.gov/video/video.php?feed=83014c5ac47701b8004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=83014c5ac47701b8004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.233345,-76.50495,rtsp://strmr5.sha.maryland.gov:1935/rtplive/83014c5ac47701b8004606363d235daa,
-8518712.344,4753288.89,137,I-695 I/L Pier #18,Baltimore City,ecffa184017100850053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ecffa184017100850053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ecffa184017100850053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.220383,-76.524895,rtsp://strmr3.sha.maryland.gov:1935/rtplive/ecffa184017100850053fa36c4235c0a,
-8613325.563,4780096.425,138,I-70 E. EX 56 MD 144,Frederick County,8701c10d073d000800447a45351f0214,https://chart.maryland.gov/video/video.php?feed=8701c10d073d000800447a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=8701c10d073d000800447a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.4067,-77.37482,rtsp://strmr5.sha.maryland.gov:1935/rtplive/8701c10d073d000800447a45351f0214,
-8455455.6,4812619.152,139,I-95 N of Md 272 (C003) MP 99.9,Cecil County,5c0161f800e10039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=5c0161f800e10039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5c0161f800e10039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.632072,-75.95665,rtsp://strmr5.sha.maryland.gov:1935/rtplive/5c0161f800e10039004606363d235daa,
-8587689.797,4723551.934,140,I-495 N OF I-270 SPUR,Montgomery County,4800e8aa00ab0059005cd336c4235c0a,https://chart.maryland.gov/video/video.php?feed=4800e8aa00ab0059005cd336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4800e8aa00ab0059005cd336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.013153,-77.144615,rtsp://strmr5.sha.maryland.gov:1935/rtplive/4800e8aa00ab0059005cd336c4235c0a,
-8499306.574,4785233.227,141,I-95 S of Md 152  (C021) MP 74.1,Harford County,4c01cf7300e80039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=4c01cf7300e80039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c01cf7300e80039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.442345,-76.35057,rtsp://strmr5.sha.maryland.gov:1935/rtplive/4c01cf7300e80039004606363d235daa,
-8530453.768,4732338.933,142,I-97 N OF MD 32,Anne Arundel County,1b0001f0019700c40051fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=1b0001f0019700c40051fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1b0001f0019700c40051fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.074432,-76.63037,rtsp://strmr3.sha.maryland.gov:1935/rtplive/1b0001f0019700c40051fa36c4235c0a,
-8560592.963,4742464.061,143,US 29 at MD 216,Howard County,53000a2a002d00cf004ae33696235daa,https://chart.maryland.gov/video/video.php?feed=53000a2a002d00cf004ae33696235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=53000a2a002d00cf004ae33696235daa"" frame border=""0"" allowfullscreen></iframe>",39.145008,-76.901115,rtsp://strmr5.sha.maryland.gov:1935/rtplive/53000a2a002d00cf004ae33696235daa,
-8502020.543,4720653.177,144,WPL C507 at Gantry N-12 MP 2.7,Anne Arundel County,e30088da2e32001b00503336c4235c0a,https://chart.maryland.gov/video/video.php?feed=e30088da2e32001b00503336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=e30088da2e32001b00503336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.99289,-76.37495,rtsp://strmr3.sha.maryland.gov:1935/rtplive/e30088da2e32001b00503336c4235c0a,
-8579982.036,4726205.748,145,Connecticut Ave (MD 185) & University Blvd (MD 193),Montgomery County,be00f98402680075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=be00f98402680075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=be00f98402680075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.031647,-77.07529,rtsp://strmr5.sha.maryland.gov:1935/rtplive/be00f98402680075004d823633235daa,
-8514323.574,4624507.187,146,MD 4 AT THOMAS JOHNSON BRIDGE,Saint Mary's County,b50008f100c700dc004a02366d235daa,https://chart.maryland.gov/video/video.php?feed=b50008f100c700dc004a02366d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b50008f100c700dc004a02366d235daa"" frame border=""0"" allowfullscreen></iframe>",38.318428,-76.48547,N/A,
-8568209.554,4733587.384,147,ICC MD 200 EB W OF US 29 MM 14.9 (C-220),Montgomery County,7d01722d001d00bd004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=7d01722d001d00bd004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7d01722d001d00bd004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.083138,-76.969536,rtsp://strmr5.sha.maryland.gov:1935/rtplive/7d01722d001d00bd004e3336c4235c0a,
-8563835.143,4728980.954,148,I-95 AT MD 212,Prince George's County,f701655800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=f701655800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f701655800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.05101,-76.93024,rtsp://strmr5.sha.maryland.gov:1935/rtplive/f701655800f700d700437a45351f0214,
-8471095.989,4805798.833,149,I-95 N of Tydings Br (C010) MP 91.3,Cecil County,7d0095e200e40039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=7d0095e200e40039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7d0095e200e40039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.58487,-76.09715,rtsp://strmr5.sha.maryland.gov:1935/rtplive/7d0095e200e40039004606363d235daa,
-8533975.916,4789523.234,150,I-83 AT WARREN RD,Baltimore County,57010d62007a0043004be2369e235daa,https://chart.maryland.gov/video/video.php?feed=57010d62007a0043004be2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=57010d62007a0043004be2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.4721,-76.66201,rtsp://strmr5.sha.maryland.gov:1935/rtplive/57010d62007a0043004be2369e235daa,
-8577592.006,4723644.915,151,I-495 W OF MD 97,Montgomery County,0b02795800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=0b02795800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0b02795800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.013775,-77.05382,rtsp://strmr5.sha.maryland.gov:1935/rtplive/0b02795800f700d700437a45351f0214,
-8519515.515,4719587.195,152,US 50 AT MD 2 - Ex 23 (Parole Twr),Anne Arundel County,8801f65800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=8801f65800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=8801f65800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.985447,-76.53211,rtsp://strmr5.sha.maryland.gov:1935/rtplive/8801f65800f700d700437a45351f0214,
-8770172.499,4814550.123,153,I-68 AT EXIT 42 AT US-220,Allegany County,2d00048601c700070057fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=2d00048601c700070057fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2d00048601c700070057fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.64543,-78.7838,N/A,
-8567456.366,4730629.553,154,Columbia Pk (US 29) & Randolph Rd,Montgomery County,790175d402570075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=790175d402570075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=790175d402570075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.06251,-76.96277,rtsp://strmr5.sha.maryland.gov:1935/rtplive/790175d402570075004d823633235daa,
-8576357.473,4723919.28,155,Forest Glen Rd (MD 192) & Georgia Ave (MD 97),Montgomery County,410175d201220075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=410175d201220075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=410175d201220075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.01569,-77.04273,rtsp://strmr5.sha.maryland.gov:1935/rtplive/410175d201220075004d823633235daa,
-8480463.524,4815958.906,156,US 1 AT CONOWINGO,Harford County,030016aa006800800045833633235daa,https://chart.maryland.gov/video/video.php?feed=030016aa006800800045833633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=030016aa006800800045833633235daa"" frame border=""0"" allowfullscreen></iframe>",39.655174,-76.1813,N/A,
-8467246.561,4807292.484,157,I-95 N of Md 222 (C007) MP 93.4,Cecil County,400179c200e30039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=400179c200e30039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=400179c200e30039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.59521,-76.06257,rtsp://strmr5.sha.maryland.gov:1935/rtplive/400179c200e30039004606363d235daa,
-8580396.144,4738789.058,158,"ICC MD 200 WB W OF MD 97, MM 8.0 (C-212)",Montgomery County,8201404900b00059004d06363d235daa,https://chart.maryland.gov/video/video.php?feed=8201404900b00059004d06363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=8201404900b00059004d06363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.1194,-77.07901,rtsp://strmr5.sha.maryland.gov:1935/rtplive/8201404900b00059004d06363d235daa,
-8557523.328,4718594.641,159,I-95/495 AT GOOD LUCK ROAD,Prince George's County,260016bb004200f0004ae33696235daa,https://chart.maryland.gov/video/video.php?feed=260016bb004200f0004ae33696235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=260016bb004200f0004ae33696235daa"" frame border=""0"" allowfullscreen></iframe>",38.978516,-76.87354,rtsp://strmr5.sha.maryland.gov:1935/rtplive/260016bb004200f0004ae33696235daa,
-8552649.761,4744453.953,160,I-95 SB AT MD 32,Howard County,ed015b5800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=ed015b5800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ed015b5800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.15887,-76.82976,rtsp://strmr5.sha.maryland.gov:1935/rtplive/ed015b5800f700d700437a45351f0214,
-8789171.953,4816180.13,161,RWIS I-68 AT SAVAGE MT,Allegany County,faff984a00a000ab0050fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=faff984a00a000ab0050fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=faff984a00a000ab0050fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.656704,-78.954475,rtsp://strmr3.sha.maryland.gov:1935/rtplive/faff984a00a000ab0050fa36c4235c0a,
-8576453.208,4735985.341,162,ICC MD 200 EB W OF 182 LAYHILL RD MM 10.4 (C-215),Montgomery County,d7006b8f001c00bd004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=d7006b8f001c00bd004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d7006b8f001c00bd004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.099857,-77.04359,rtsp://strmr5.sha.maryland.gov:1935/rtplive/d7006b8f001c00bd004e3336c4235c0a,
-8560407.06,4731352.728,163,ICC MD 200 EB E OF I-95 MM 19.1 (C-226),Prince George's County,86008e17002000bd004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=86008e17002000bd004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=86008e17002000bd004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.067554,-76.899445,rtsp://strmr3.sha.maryland.gov:1935/rtplive/86008e17002000bd004e3336c4235c0a,
-8508504.904,4725258.973,164,US 50 E OF ST MARGARETS,Anne Arundel County,7e01ec5800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=7e01ec5800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7e01ec5800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.02504,-76.4332,rtsp://strmr5.sha.maryland.gov:1935/rtplive/7e01ec5800f700d700437a45351f0214,
-8591729.581,4721939.867,165,Bradley Blvd (MD 191) & River Road (MD 190),Montgomery County,3101502603df0077004d823633235daa,https://chart.maryland.gov/video/video.php?feed=3101502603df0077004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=3101502603df0077004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.001873,-77.18082,rtsp://strmr5.sha.maryland.gov:1935/rtplive/3101502603df0077004d823633235daa,
-8592571.157,4737470.097,166,I-270 & Shady Grove Rd,Montgomery County,490169b102560075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=490169b102560075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=490169b102560075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.110207,-77.18838,rtsp://strmr5.sha.maryland.gov:1935/rtplive/490169b102560075004d823633235daa,
-8530685.312,4750686.137,167,I-695 AT I-97,Anne Arundel County,b601245800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=b601245800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b601245800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.202267,-76.63245,N/A,
-8582435.517,4721561.707,168,Rockville Pk (MD 355) & South Dr,Montgomery County,f400498202500075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=f400498202500075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f400498202500075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",38.999233,-77.09733,rtsp://strmr5.sha.maryland.gov:1935/rtplive/f400498202500075004d823633235daa,
